"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ZNF814",-0.0828869599837097,5.11354483536106,-1.30343854206549,0.193877553545482,0.23003240965941,-6.56926377134377
"RBMS3",0.0673178036616591,8.24734672861181,1.30243576809412,0.194219302282723,0.230386457309687,-6.57056128831475
"MRPL41",-0.0875517421616783,6.81838459759379,-1.3024134327067,0.19422691932468,0.230386457309687,-6.57059017750736
"SLC9A7",0.0629771630191529,5.51766993946244,1.29799125702757,0.195739368626224,0.232150023842279,-6.57630033869317
"THNSL2",-0.111623902114427,5.67717670875489,-1.29720416634606,0.196015105531321,0.232446559431883,-6.57731219423282
"RAB28",-0.0553345149200171,5.8780490432048,-1.2970235609849,0.196071491446515,0.232482931694156,-6.57754733428848
"TLR5",-0.0664607482365307,6.28655103601136,-1.29619296545863,0.196356891577815,0.232790802092188,-6.57861692929745
"NECTIN3",-0.0774896061038239,6.91828101804253,-1.29164343699864,0.197925590192931,0.234619806075035,-6.58446360215165
"CPM",0.111668646817137,8.86406660640036,1.2914268248208,0.198006295829539,0.234684703801109,-6.58473882006049
"SNRPD1",-0.0689418269653146,6.23639965539437,-1.29117723694412,0.198086858326545,0.234749414881412,-6.58506158091393
"SOWAHB",0.0742839577217591,4.39699935970017,1.29106352845145,0.198126207101994,0.23476527371024,-6.58520739866319
